,sequential_agent_class,tom_agent_class,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward,timestamp,Unnamed: 0,win,loss,win_percentage,tie,loss_percentage,tie_percentage
17316,opponent_transition_stay,choose_hypothesis_gpt4o,181,paper,paper,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17317,opponent_transition_stay,choose_hypothesis_gpt4o,182,paper,scissors,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17318,opponent_transition_stay,choose_hypothesis_gpt4o,183,scissors,rock,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17319,opponent_transition_stay,choose_hypothesis_gpt4o,184,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17320,opponent_transition_stay,choose_hypothesis_gpt4o,185,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17321,opponent_transition_stay,choose_hypothesis_gpt4o,186,rock,rock,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17322,opponent_transition_stay,choose_hypothesis_gpt4o,187,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17323,opponent_transition_stay,choose_hypothesis_gpt4o,188,rock,rock,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17324,opponent_transition_stay,choose_hypothesis_gpt4o,189,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17325,opponent_transition_stay,choose_hypothesis_gpt4o,190,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17326,opponent_transition_stay,choose_hypothesis_gpt4o,191,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17327,opponent_transition_stay,choose_hypothesis_gpt4o,192,paper,paper,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17328,opponent_transition_stay,choose_hypothesis_gpt4o,193,paper,paper,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17329,opponent_transition_stay,choose_hypothesis_gpt4o,194,paper,scissors,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17330,opponent_transition_stay,choose_hypothesis_gpt4o,195,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17331,opponent_transition_stay,choose_hypothesis_gpt4o,196,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17332,opponent_transition_stay,choose_hypothesis_gpt4o,197,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17333,opponent_transition_stay,choose_hypothesis_gpt4o,198,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17334,opponent_transition_stay,choose_hypothesis_gpt4o,199,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17335,opponent_transition_stay,choose_hypothesis_gpt4o,200,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17336,opponent_transition_stay,choose_hypothesis_gpt4o,201,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17337,opponent_transition_stay,choose_hypothesis_gpt4o,202,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17338,opponent_transition_stay,choose_hypothesis_gpt4o,203,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17339,opponent_transition_stay,choose_hypothesis_gpt4o,204,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17340,opponent_transition_stay,choose_hypothesis_gpt4o,205,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17341,opponent_transition_stay,choose_hypothesis_gpt4o,206,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17342,opponent_transition_stay,choose_hypothesis_gpt4o,207,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17343,opponent_transition_stay,choose_hypothesis_gpt4o,208,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17344,opponent_transition_stay,choose_hypothesis_gpt4o,209,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17345,opponent_transition_stay,choose_hypothesis_gpt4o,210,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17346,opponent_transition_stay,choose_hypothesis_gpt4o,211,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17347,opponent_transition_stay,choose_hypothesis_gpt4o,212,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17348,opponent_transition_stay,choose_hypothesis_gpt4o,213,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17349,opponent_transition_stay,choose_hypothesis_gpt4o,214,scissors,scissors,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17350,opponent_transition_stay,choose_hypothesis_gpt4o,215,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17351,opponent_transition_stay,choose_hypothesis_gpt4o,216,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17352,opponent_transition_stay,choose_hypothesis_gpt4o,217,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17353,opponent_transition_stay,choose_hypothesis_gpt4o,218,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17354,opponent_transition_stay,choose_hypothesis_gpt4o,219,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17355,opponent_transition_stay,choose_hypothesis_gpt4o,220,rock,rock,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17356,opponent_transition_stay,choose_hypothesis_gpt4o,221,rock,rock,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17357,opponent_transition_stay,choose_hypothesis_gpt4o,222,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17358,opponent_transition_stay,choose_hypothesis_gpt4o,223,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17359,opponent_transition_stay,choose_hypothesis_gpt4o,224,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17360,opponent_transition_stay,choose_hypothesis_gpt4o,225,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17361,opponent_transition_stay,choose_hypothesis_gpt4o,226,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17362,opponent_transition_stay,choose_hypothesis_gpt4o,227,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17363,opponent_transition_stay,choose_hypothesis_gpt4o,228,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17364,opponent_transition_stay,choose_hypothesis_gpt4o,229,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17365,opponent_transition_stay,choose_hypothesis_gpt4o,230,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17366,opponent_transition_stay,choose_hypothesis_gpt4o,231,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17367,opponent_transition_stay,choose_hypothesis_gpt4o,232,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17368,opponent_transition_stay,choose_hypothesis_gpt4o,233,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17369,opponent_transition_stay,choose_hypothesis_gpt4o,234,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17370,opponent_transition_stay,choose_hypothesis_gpt4o,235,paper,scissors,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17371,opponent_transition_stay,choose_hypothesis_gpt4o,236,scissors,rock,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17372,opponent_transition_stay,choose_hypothesis_gpt4o,237,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17373,opponent_transition_stay,choose_hypothesis_gpt4o,238,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17374,opponent_transition_stay,choose_hypothesis_gpt4o,239,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17375,opponent_transition_stay,choose_hypothesis_gpt4o,240,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17376,opponent_transition_stay,choose_hypothesis_gpt4o,241,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17377,opponent_transition_stay,choose_hypothesis_gpt4o,242,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17378,opponent_transition_stay,choose_hypothesis_gpt4o,243,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17379,opponent_transition_stay,choose_hypothesis_gpt4o,244,paper,paper,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17380,opponent_transition_stay,choose_hypothesis_gpt4o,245,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17381,opponent_transition_stay,choose_hypothesis_gpt4o,246,paper,paper,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17382,opponent_transition_stay,choose_hypothesis_gpt4o,247,paper,scissors,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17383,opponent_transition_stay,choose_hypothesis_gpt4o,248,scissors,rock,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17384,opponent_transition_stay,choose_hypothesis_gpt4o,249,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17385,opponent_transition_stay,choose_hypothesis_gpt4o,250,paper,scissors,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17386,opponent_transition_stay,choose_hypothesis_gpt4o,251,scissors,rock,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17387,opponent_transition_stay,choose_hypothesis_gpt4o,252,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17388,opponent_transition_stay,choose_hypothesis_gpt4o,253,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17389,opponent_transition_stay,choose_hypothesis_gpt4o,254,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17390,opponent_transition_stay,choose_hypothesis_gpt4o,255,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17391,opponent_transition_stay,choose_hypothesis_gpt4o,256,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17392,opponent_transition_stay,choose_hypothesis_gpt4o,257,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17393,opponent_transition_stay,choose_hypothesis_gpt4o,258,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17394,opponent_transition_stay,choose_hypothesis_gpt4o,259,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17395,opponent_transition_stay,choose_hypothesis_gpt4o,260,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17396,opponent_transition_stay,choose_hypothesis_gpt4o,261,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17397,opponent_transition_stay,choose_hypothesis_gpt4o,262,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17398,opponent_transition_stay,choose_hypothesis_gpt4o,263,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17399,opponent_transition_stay,choose_hypothesis_gpt4o,264,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17400,opponent_transition_stay,choose_hypothesis_gpt4o,265,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17401,opponent_transition_stay,choose_hypothesis_gpt4o,266,scissors,scissors,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17402,opponent_transition_stay,choose_hypothesis_gpt4o,267,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17403,opponent_transition_stay,choose_hypothesis_gpt4o,268,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17404,opponent_transition_stay,choose_hypothesis_gpt4o,269,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17405,opponent_transition_stay,choose_hypothesis_gpt4o,270,scissors,scissors,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17406,opponent_transition_stay,choose_hypothesis_gpt4o,271,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17407,opponent_transition_stay,choose_hypothesis_gpt4o,272,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17408,opponent_transition_stay,choose_hypothesis_gpt4o,273,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17409,opponent_transition_stay,choose_hypothesis_gpt4o,274,scissors,scissors,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17410,opponent_transition_stay,choose_hypothesis_gpt4o,275,scissors,rock,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17411,opponent_transition_stay,choose_hypothesis_gpt4o,276,scissors,scissors,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17412,opponent_transition_stay,choose_hypothesis_gpt4o,277,scissors,scissors,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17413,opponent_transition_stay,choose_hypothesis_gpt4o,278,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17414,opponent_transition_stay,choose_hypothesis_gpt4o,279,paper,paper,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17415,opponent_transition_stay,choose_hypothesis_gpt4o,280,paper,paper,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17416,opponent_transition_stay,choose_hypothesis_gpt4o,281,paper,paper,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17417,opponent_transition_stay,choose_hypothesis_gpt4o,282,scissors,scissors,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17418,opponent_transition_stay,choose_hypothesis_gpt4o,283,scissors,rock,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17419,opponent_transition_stay,choose_hypothesis_gpt4o,284,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17420,opponent_transition_stay,choose_hypothesis_gpt4o,285,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17421,opponent_transition_stay,choose_hypothesis_gpt4o,286,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17422,opponent_transition_stay,choose_hypothesis_gpt4o,287,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17423,opponent_transition_stay,choose_hypothesis_gpt4o,288,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17424,opponent_transition_stay,choose_hypothesis_gpt4o,289,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17425,opponent_transition_stay,choose_hypothesis_gpt4o,290,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17426,opponent_transition_stay,choose_hypothesis_gpt4o,291,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17427,opponent_transition_stay,choose_hypothesis_gpt4o,292,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17428,opponent_transition_stay,choose_hypothesis_gpt4o,293,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17429,opponent_transition_stay,choose_hypothesis_gpt4o,294,paper,rock,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17430,opponent_transition_stay,choose_hypothesis_gpt4o,295,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17431,opponent_transition_stay,choose_hypothesis_gpt4o,296,scissors,paper,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17432,opponent_transition_stay,choose_hypothesis_gpt4o,297,rock,rock,0,0,2024-11-01_21-24-39,,False,False,0.2366666666666666,True,0.61,0.1533333333333333
17433,opponent_transition_stay,choose_hypothesis_gpt4o,298,rock,scissors,3,-1,2024-11-01_21-24-39,,False,True,0.2366666666666666,False,0.61,0.1533333333333333
17434,opponent_transition_stay,choose_hypothesis_gpt4o,299,rock,paper,-1,3,2024-11-01_21-24-39,,True,False,0.2366666666666666,False,0.61,0.1533333333333333
17435,W_stay_L_up_T_down,choose_hypothesis_gpt4o,0,paper,paper,0,0,2024-11-01_22-25-07,,False,False,0.5766666666666667,True,0.3533333333333333,0.07
17436,W_stay_L_up_T_down,choose_hypothesis_gpt4o,1,rock,scissors,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17437,W_stay_L_up_T_down,choose_hypothesis_gpt4o,2,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17438,W_stay_L_up_T_down,choose_hypothesis_gpt4o,3,paper,rock,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17439,W_stay_L_up_T_down,choose_hypothesis_gpt4o,4,paper,scissors,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17440,W_stay_L_up_T_down,choose_hypothesis_gpt4o,5,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17441,W_stay_L_up_T_down,choose_hypothesis_gpt4o,6,rock,scissors,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17442,W_stay_L_up_T_down,choose_hypothesis_gpt4o,7,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17443,W_stay_L_up_T_down,choose_hypothesis_gpt4o,8,paper,scissors,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17444,W_stay_L_up_T_down,choose_hypothesis_gpt4o,9,scissors,paper,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17445,W_stay_L_up_T_down,choose_hypothesis_gpt4o,10,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17446,W_stay_L_up_T_down,choose_hypothesis_gpt4o,11,rock,rock,0,0,2024-11-01_22-25-07,,False,False,0.5766666666666667,True,0.3533333333333333,0.07
17447,W_stay_L_up_T_down,choose_hypothesis_gpt4o,12,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17448,W_stay_L_up_T_down,choose_hypothesis_gpt4o,13,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17449,W_stay_L_up_T_down,choose_hypothesis_gpt4o,14,scissors,paper,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17450,W_stay_L_up_T_down,choose_hypothesis_gpt4o,15,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17451,W_stay_L_up_T_down,choose_hypothesis_gpt4o,16,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17452,W_stay_L_up_T_down,choose_hypothesis_gpt4o,17,paper,rock,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17453,W_stay_L_up_T_down,choose_hypothesis_gpt4o,18,paper,scissors,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17454,W_stay_L_up_T_down,choose_hypothesis_gpt4o,19,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17455,W_stay_L_up_T_down,choose_hypothesis_gpt4o,20,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17456,W_stay_L_up_T_down,choose_hypothesis_gpt4o,21,paper,rock,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17457,W_stay_L_up_T_down,choose_hypothesis_gpt4o,22,paper,scissors,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17458,W_stay_L_up_T_down,choose_hypothesis_gpt4o,23,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17459,W_stay_L_up_T_down,choose_hypothesis_gpt4o,24,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17460,W_stay_L_up_T_down,choose_hypothesis_gpt4o,25,paper,scissors,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17461,W_stay_L_up_T_down,choose_hypothesis_gpt4o,26,scissors,paper,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17462,W_stay_L_up_T_down,choose_hypothesis_gpt4o,27,scissors,paper,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17463,W_stay_L_up_T_down,choose_hypothesis_gpt4o,28,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17464,W_stay_L_up_T_down,choose_hypothesis_gpt4o,29,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17465,W_stay_L_up_T_down,choose_hypothesis_gpt4o,30,paper,rock,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17466,W_stay_L_up_T_down,choose_hypothesis_gpt4o,31,paper,scissors,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17467,W_stay_L_up_T_down,choose_hypothesis_gpt4o,32,scissors,paper,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17468,W_stay_L_up_T_down,choose_hypothesis_gpt4o,33,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17469,W_stay_L_up_T_down,choose_hypothesis_gpt4o,34,rock,scissors,3,-1,2024-11-01_22-25-07,,False,True,0.5766666666666667,False,0.3533333333333333,0.07
17470,W_stay_L_up_T_down,choose_hypothesis_gpt4o,35,paper,paper,0,0,2024-11-01_22-25-07,,False,False,0.5766666666666667,True,0.3533333333333333,0.07
17471,W_stay_L_up_T_down,choose_hypothesis_gpt4o,36,rock,rock,0,0,2024-11-01_22-25-07,,False,False,0.5766666666666667,True,0.3533333333333333,0.07
17472,W_stay_L_up_T_down,choose_hypothesis_gpt4o,37,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17473,W_stay_L_up_T_down,choose_hypothesis_gpt4o,38,paper,scissors,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17474,W_stay_L_up_T_down,choose_hypothesis_gpt4o,39,paper,paper,0,0,2024-11-01_22-25-07,,False,False,0.5766666666666667,True,0.3533333333333333,0.07
17475,W_stay_L_up_T_down,choose_hypothesis_gpt4o,40,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17476,W_stay_L_up_T_down,choose_hypothesis_gpt4o,41,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17477,W_stay_L_up_T_down,choose_hypothesis_gpt4o,42,paper,scissors,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17478,W_stay_L_up_T_down,choose_hypothesis_gpt4o,43,scissors,rock,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
17479,W_stay_L_up_T_down,choose_hypothesis_gpt4o,44,rock,paper,-1,3,2024-11-01_22-25-07,,True,False,0.5766666666666667,False,0.3533333333333333,0.07
